rep,covers,group
K13n310,"[1, 1, 1, 2, 1, 7]","['K13n310', 'K13n506']"
K14n1415,"[1, 2, 5, 13, 37, 33]","['K14n1415', 'K14n1428']"
K15n43444,"[1, 1, 1, 4, 9, 9]","['K15n43444', 'K15n74510']"
K15a2902,"[1, 1, 2, 3, 3, 8]","['K15a2902', 'K15a2909']"
K15a2809,"[1, 1, 2, 3, 10, 6]","['K15a2809', 'K15a5573']"
K15a2839,"[1, 1, 2, 3, 10, 5]","['K15a2839', 'K15a5548']"
K15a40403,"[1, 1, 2, 4, 6, 8]","['K15a40403', 'K15a40483']"
K14n1112,"[1, 1, 1, 1, 3, 7]","['K14n1112', 'K14n1122']"
K15n1497,"[1, 1, 1, 6, 8, 6]","['K15n1497', 'K15n1768']"
K15a60670,"[1, 1, 1, 2, 10, 7]","['K15a60670', 'K15a62891']"
K15n116312,"[1, 1, 1, 6, 3, 8]","['K15n116312', 'K15n80436']"
K15a2764,"[1, 2, 5, 2, 18, 17]","['K15a2764', 'K15a2766']"
K15n27174,"[1, 2, 5, 12, 24, 45]","['K15n27174', 'K15n28712']"
K15n11211,"[1, 1, 2, 3, 13, 16]","['K15n11211', 'K15n21886']"
K15n11217,"[1, 1, 2, 3, 13, 17]","['K15n11217', 'K15n21851', 'K15n21857']"
K15n11259,"[1, 1, 2, 3, 13, 15]","['K15n11259', 'K15n21892']"
K15n4068,"[1, 2, 1, 3, 5, 15]","['K15n4068', 'K15n4240']"
K15n49988,"[1, 1, 1, 4, 14, 7]","['K15n49988', 'K15n50816']"
K15n11891,"[1, 1, 2, 4, 12, 6]","['K15n11891', 'K15n12712']"
K15a3431,"[1, 1, 2, 4, 8, 5]","['K15a3431', 'K15a4149']"
K15n7728,"[1, 1, 1, 2, 6, 7]","['K15n7728', 'K15n9684']"
K15a18783,"[1, 2, 2, 3, 12, 8]","['K15a18783', 'K15a18806']"
K15a10514,"[1, 1, 1, 1, 3, 9]","['K15a10514', 'K15a10647']"
K14n20363,"[1, 1, 2, 2, 4, 4]","['K14n20363', 'K14n20427']"
K15n7265,"[1, 2, 5, 3, 13, 20]","['K15n7265', 'K15n9969']"
K15a59354,"[1, 1, 1, 4, 10, 5]","['K15a59354', 'K15a59381']"
K15a56452,"[1, 1, 1, 4, 9, 4]","['K15a56452', 'K15a59451']"
K15n14530,"[1, 1, 2, 3, 7, 7]","['K15n14530', 'K15n18405']"
K13a1063,"[1, 2, 5, 3, 13, 11]","['K13a1063', 'K13a3059']"
K15a57500,"[1, 1, 1, 1, 3, 10]","['K15a57500', 'K15a57519', 'K15a59390']"
K14a1249,"[1, 1, 2, 2, 14, 15]","['K14a1249', 'K14a1357']"
K15n11259,"[1, 1, 2, 3, 13, 15]","['K15n11259', 'K15n21892']"
K15n21851,"[1, 1, 2, 3, 13, 17]","['K15n21851', 'K15n21857']"
K15a56572,"[1, 1, 1, 1, 7, 3]","['K15a56572', 'K15a59212']"
K15n10382,"[1, 1, 2, 4, 10, 7]","['K15n10382', 'K15n9478']"
K15n533,"[1, 1, 2, 2, 4, 7]","['K15n533', 'K15n983']"
K15n120538,"[1, 1, 1, 2, 8, 10]","['K15n120538', 'K15n123946']"
K15n125806,"[1, 1, 1, 2, 1, 5]","['K15n125806', 'K15n125925']"
K15n31117,"[1, 1, 2, 3, 9, 4]","['K15n31117', 'K15n32050']"
K15a8300,"[1, 1, 2, 11, 40, 48]","['K15a8300', 'K15a906']"
K15n29033,"[1, 1, 1, 1, 1, 5]","['K15n29033', 'K15n29036']"
K15n83276,"[1, 2, 2, 4, 12, 8]","['K15n83276', 'K15n83277']"
K15a78338,"[1, 1, 2, 1, 7, 14]","['K15a78338', 'K15a78347']"
K15a54960,"[1, 2, 6, 1, 13, 7]","['K15a54960', 'K15a54994']"
K15a14,"[1, 1, 1, 2, 4, 3]","['K15a14', 'K15a48', 'K15a7']"
K15n125893,"[1, 2, 1, 4, 4, 3]","['K15n125893', 'K15n125932']"
K14n161,"[1, 1, 2, 2, 9, 7]","['K14n161', 'K14n340']"
K15a7922,"[1, 1, 2, 7, 13, 12]","['K15a7922', 'K15a8290']"
K15a3835,"[1, 1, 2, 2, 4, 5]","['K15a3835', 'K15a4451']"
K14n1827,"[1, 2, 5, 6, 17, 12]","['K14n1827', 'K14n1850', 'K14n2279']"
K15n10964,"[1, 2, 5, 10, 22, 29]","['K15n10964', 'K15n11107', 'K15n6667']"
K15n10690,"[1, 1, 1, 1, 3, 8]","['K15n10690', 'K15n6875']"
K15n10488,"[1, 1, 1, 2, 10, 7]","['K15n10488', 'K15n10728']"
K15a19690,"[1, 2, 9, 13, 125, 98]","['K15a19690', 'K15a49184']"
K15n8556,"[1, 1, 1, 3, 3, 10]","['K15n8556', 'K15n8689']"
K15n10095,"[1, 1, 1, 1, 1, 12]","['K15n10095', 'K15n10236']"
K14a2663,"[1, 1, 1, 1, 1, 6]","['K14a2663', 'K14a2664']"
K15n112356,"[1, 1, 1, 5, 10, 7]","['K15n112356', 'K15n112393']"
K15n118812,"[1, 1, 1, 5, 14, 14]","['K15n118812', 'K15n118852']"
K15a55503,"[1, 1, 6, 4, 24, 13]","['K15a55503', 'K15a55512']"
K15n1149,"[1, 2, 1, 2, 8, 6]","['K15n1149', 'K15n455']"
K15a25176,"[1, 2, 1, 4, 7, 8]","['K15a25176', 'K15a25332']"
K15a4844,"[1, 1, 2, 3, 7, 8]","['K15a4844', 'K15a8330']"
K15a1805,"[1, 1, 2, 3, 9, 4]","['K15a1805', 'K15a1854', 'K15a2692', 'K15a2698']"
K15n8131,"[1, 2, 5, 2, 14, 23]","['K15n8131', 'K15n9832']"
K15n12197,"[1, 1, 1, 2, 2, 6]","['K15n12197', 'K15n13438']"
K15n33203,"[1, 2, 2, 2, 10, 15]","['K15n33203', 'K15n33210']"
K14a1749,"[1, 1, 1, 4, 6, 2]","['K14a1749', 'K14a1963']"
K15n15461,"[1, 2, 5, 2, 14, 9]","['K15n15461', 'K15n19461']"
K15n10182,"[1, 1, 2, 1, 5, 3]","['K15n10182', 'K15n7735']"
K15n123887,"[1, 2, 4, 4, 10, 10]","['K15n123887', 'K15n123896']"
K15n10879,"[1, 1, 2, 1, 5, 8]","['K15n10879', 'K15n11197']"
K15a61551,"[1, 1, 1, 5, 14, 30]","['K15a61551', 'K15a62473']"
K15n10330,"[1, 1, 1, 5, 17, 20]","['K15n10330', 'K15n7951']"
K15n29630,"[1, 1, 1, 5, 17, 17]","['K15n29630', 'K15n29660']"
K15a34401,"[1, 2, 5, 11, 32, 39]","['K15a34401', 'K15a38754']"
K15a57645,"[1, 1, 2, 6, 10, 13]","['K15a57645', 'K15a58309']"
K15a55420,"[1, 1, 1, 5, 11, 10]","['K15a55420', 'K15a55460']"
K15n29209,"[1, 1, 1, 4, 4, 6]","['K15n29209', 'K15n29379']"
K14n3422,"[1, 5, 11, 6, 43, 10]","['K14n3422', 'K14n3825']"
K14n18793,"[1, 1, 1, 2, 4, 5]","['K14n18793', 'K14n18811']"
K15n31711,"[1, 1, 1, 5, 6, 9]","['K15n31711', 'K15n32147']"
K15n9015,"[1, 1, 1, 3, 3, 3]","['K15n9015', 'K15n9469']"
K15n66676,"[1, 2, 9, 11, 41, 66]","['K15n66676', 'K15n66679']"
K15a6175,"[1, 1, 1, 4, 2, 6]","['K15a6175', 'K15a6312']"
K15a2741,"[1, 1, 2, 1, 3, 5]","['K15a2741', 'K15a2799']"
K15n32529,"[1, 2, 5, 4, 20, 14]","['K15n32529', 'K15n32534']"
K15n122613,"[1, 2, 5, 2, 14, 12]","['K15n122613', 'K15n123547']"
K15a61523,"[1, 1, 1, 4, 13, 10]","['K15a61523', 'K15a62423']"
K15n23902,"[1, 1, 1, 3, 7, 16]","['K15n23902', 'K15n25926']"
K14n14204,"[1, 1, 2, 3, 5, 11]","['K14n14204', 'K14n14341']"
K15n14837,"[1, 1, 1, 11, 25, 17]","['K15n14837', 'K15n31544']"
K15a56610,"[1, 2, 4, 2, 11, 6]","['K15a56610', 'K15a59271']"
K15a8477,"[1, 1, 1, 1, 5, 7]","['K15a8477', 'K15a8484']"
K14a12910,"[1, 1, 2, 5, 5, 10]","['K14a12910', 'K14a13258']"
K15a61353,"[1, 1, 2, 1, 7, 10]","['K15a61353', 'K15a61365']"
K15n1094,"[1, 1, 1, 1, 3, 4]","['K15n1094', 'K15n402']"
K15n27533,"[1, 2, 9, 3, 19, 8]","['K15n27533', 'K15n27971']"
K15a38414,"[1, 2, 5, 10, 36, 27]","['K15a38414', 'K15a7806']"
K15n59462,"[1, 2, 9, 2, 24, 12]","['K15n59462', 'K15n60816']"
K14n1783,"[1, 1, 1, 5, 5, 7]","['K14n1783', 'K14n2198']"
K15a56114,"[1, 1, 1, 6, 8, 5]","['K15a56114', 'K15a56330']"
K15a55420,"[1, 1, 1, 5, 11, 10]","['K15a55420', 'K15a55460']"
K15a2523,"[1, 1, 1, 1, 1, 7]","['K15a2523', 'K15a2575']"
K15n8158,"[1, 1, 2, 3, 9, 10]","['K15n8158', 'K15n9190']"
K15a59053,"[1, 2, 4, 1, 9, 5]","['K15a59053', 'K15a59059']"
K15n10839,"[1, 1, 2, 4, 11, 11]","['K15n10839', 'K15n8922']"
K14a1271,"[1, 1, 2, 3, 11, 22]","['K14a1271', 'K14a2163']"
K14n1850,"[1, 2, 5, 6, 17, 12]","['K14n1850', 'K14n2279']"
K15a55827,"[1, 1, 1, 9, 39, 16]","['K15a55827', 'K15a56798']"
K15a61432,"[1, 1, 1, 1, 5, 3]","['K15a61432', 'K15a64495']"
K15n31922,"[1, 1, 1, 2, 6, 12]","['K15n31922', 'K15n32383']"
K15n17460,"[1, 1, 2, 1, 3, 3]","['K15n17460', 'K15n19188']"
K15n15010,"[1, 1, 2, 3, 9, 3]","['K15n15010', 'K15n17426']"
K15a19322,"[1, 1, 2, 3, 5, 6]","['K15a19322', 'K15a19342']"
K15a55787,"[1, 1, 1, 1, 5, 4]","['K15a55787', 'K15a56134']"
K15n10215,"[1, 1, 1, 3, 4, 6]","['K15n10215', 'K15n10288']"
K15a10461,"[1, 1, 1, 2, 16, 13]","['K15a10461', 'K15a10462']"
K14n20115,"[1, 1, 2, 3, 11, 9]","['K14n20115', 'K14n20137']"
K15n9619,"[1, 1, 1, 2, 7, 10]","['K15n9619', 'K15n9896']"
K15n21476,"[1, 2, 5, 4, 18, 9]","['K15n21476', 'K15n21770']"
K15n118053,"[1, 1, 2, 3, 7, 10]","['K15n118053', 'K15n118494']"
K15a529,"[1, 1, 1, 4, 2, 11]","['K15a529', 'K15a762']"
K15a59444,"[1, 1, 2, 7, 13, 11]","['K15a59444', 'K15a59463']"
K15n25980,"[1, 1, 1, 4, 5, 5]","['K15n25980', 'K15n28674']"
K15n1403,"[1, 1, 2, 1, 5, 8]","['K15n1403', 'K15n920']"
K15n118181,"[1, 1, 1, 3, 11, 10]","['K15n118181', 'K15n118728']"
K15n130857,"[1, 1, 6, 1, 21, 26]","['K15n130857', 'K15n130858']"
K15a5904,"[1, 2, 4, 3, 13, 10]","['K15a5904', 'K15a6120']"
K15n10887,"[1, 1, 2, 4, 12, 8]","['K15n10887', 'K15n6885']"
K15n118187,"[1, 1, 1, 4, 9, 7]","['K15n118187', 'K15n118227']"
K15a5806,"[1, 1, 1, 3, 7, 9]","['K15a5806', 'K15a5953']"
K15n120429,"[1, 1, 1, 5, 6, 5]","['K15n120429', 'K15n120537']"
K15n3264,"[1, 1, 2, 2, 6, 6]","['K15n3264', 'K15n3410']"
K15n517,"[1, 1, 2, 6, 16, 6]","['K15n517', 'K15n810']"
K15n7001,"[1, 2, 4, 8, 21, 12]","['K15n7001', 'K15n8355']"
K15a51749,"[1, 1, 1, 3, 1, 4]","['K15a51749', 'K15a54652']"
K15n16799,"[1, 1, 1, 3, 1, 7]","['K15n16799', 'K15n21233']"
K14n3090,"[1, 1, 2, 3, 9, 6]","['K14n3090', 'K14n3302']"
K15a56750,"[1, 1, 1, 4, 5, 3]","['K15a56750', 'K15a56752']"
K15a3509,"[1, 2, 5, 6, 16, 14]","['K15a3509', 'K15a3926']"
K15a60264,"[1, 1, 1, 3, 7, 13]","['K15a60264', 'K15a61227']"
K15n20733,"[1, 1, 2, 7, 9, 5]","['K15n20733', 'K15n2724']"
K15n123304,"[1, 1, 2, 4, 7, 13]","['K15n123304', 'K15n123311']"
K15a7209,"[1, 1, 1, 3, 5, 23]","['K15a7209', 'K15a7537']"
K15a13337,"[1, 2, 1, 13, 34, 38]","['K15a13337', 'K15a13417']"
K15n1133,"[1, 1, 2, 3, 11, 7]","['K15n1133', 'K15n400']"
K13a3388,"[1, 1, 1, 4, 5, 9]","['K13a3388', 'K13a3401']"
K15n16541,"[1, 2, 5, 4, 14, 6]","['K15n16541', 'K15n17678']"
K15n9270,"[1, 2, 4, 2, 12, 7]","['K15n9270', 'K15n9285', 'K15n9297']"
K15n11917,"[1, 2, 2, 5, 15, 18]","['K15n11917', 'K15n11918']"
K15a9086,"[1, 1, 1, 2, 10, 7]","['K15a9086', 'K15a9331']"
K15n29676,"[1, 1, 1, 3, 3, 5]","['K15n29676', 'K15n31455']"
K15n7423,"[1, 1, 1, 1, 3, 3]","['K15n7423', 'K15n9646']"
K15a6898,"[1, 1, 2, 4, 5, 11]","['K15a6898', 'K15a8970']"
K14a2663,"[1, 1, 1, 1, 1, 6]","['K14a2663', 'K14a2664']"
K15n120637,"[1, 2, 4, 3, 11, 3]","['K15n120637', 'K15n123635']"
K15a55898,"[1, 1, 1, 2, 4, 7]","['K15a55898', 'K15a56021']"
K15n106960,"[1, 2, 4, 3, 19, 9]","['K15n106960', 'K15n71834']"
K15n109387,"[1, 2, 4, 3, 19, 6]","['K15n109387', 'K15n71148']"
K15n59785,"[1, 1, 2, 5, 6, 13]","['K15n59785', 'K15n59802']"
K15n74699,"[1, 2, 6, 6, 34, 16]","['K15n74699', 'K15n96425']"
K15n27711,"[1, 1, 1, 1, 5, 5]","['K15n27711', 'K15n28012']"
K13n520,"[1, 1, 1, 5, 5, 3]","['K13n520', 'K13n530']"
K15a10687,"[1, 1, 1, 2, 2, 12]","['K15a10687', 'K15a10848']"
K15a2758,"[1, 2, 5, 2, 12, 20]","['K15a2758', 'K15a2765']"
K15n123365,"[1, 1, 1, 1, 7, 8]","['K15n123365', 'K15n123402']"
K15a22589,"[1, 1, 2, 2, 6, 5]","['K15a22589', 'K15a951']"
K15n2774,"[1, 1, 1, 3, 1, 5]","['K15n2774', 'K15n2890']"
K15a4000,"[1, 2, 9, 4, 23, 5]","['K15a4000', 'K15a4617']"
K15n10095,"[1, 1, 1, 1, 1, 12]","['K15n10095', 'K15n10236']"
K15a38487,"[1, 1, 1, 4, 2, 6]","['K15a38487', 'K15a38503']"
K15n6982,"[1, 1, 2, 5, 22, 7]","['K15n6982', 'K15n8360']"
K15n122835,"[1, 1, 1, 12, 53, 26]","['K15n122835', 'K15n122886']"
K15n115739,"[1, 1, 1, 3, 3, 6]","['K15n115739', 'K15n116878']"
K15n78790,"[1, 2, 1, 3, 3, 8]","['K15n78790', 'K15n78793']"
K15a56454,"[1, 1, 2, 3, 10, 7]","['K15a56454', 'K15a59479']"
K15n59879,"[1, 1, 1, 12, 31, 19]","['K15n59879', 'K15n60437']"
K15a1401,"[1, 1, 2, 11, 19, 7]","['K15a1401', 'K15a38429']"
K15a15775,"[1, 1, 1, 2, 5, 8]","['K15a15775', 'K15a15820']"
K15n8512,"[1, 2, 5, 6, 20, 13]","['K15n8512', 'K15n9173']"
K15a306,"[1, 1, 2, 2, 8, 4]","['K15a306', 'K15a326']"
K15n16073,"[1, 2, 5, 5, 14, 10]","['K15n16073', 'K15n20532']"
K15a63531,"[1, 2, 1, 5, 9, 12]","['K15a63531', 'K15a63533']"
K15n10382,"[1, 1, 2, 4, 10, 7]","['K15n10382', 'K15n9478']"
K15a18706,"[1, 1, 2, 2, 4, 9]","['K15a18706', 'K15a18732']"
K15n10642,"[1, 1, 1, 3, 9, 5]","['K15n10642', 'K15n6700', 'K15n6773']"
K15n30961,"[1, 1, 2, 2, 7, 7]","['K15n30961', 'K15n31325']"
K14n20273,"[1, 1, 2, 4, 12, 8]","['K14n20273', 'K14n20279']"
K15n122252,"[1, 1, 1, 1, 3, 3]","['K15n122252', 'K15n122557']"
K15n80697,"[1, 2, 1, 3, 7, 6]","['K15n80697', 'K15n95545']"
K15n28110,"[1, 1, 2, 4, 10, 6]","['K15n28110', 'K15n4286']"
K14a1995,"[1, 2, 5, 7, 25, 20]","['K14a1995', 'K14a2007']"
K14n5899,"[1, 1, 1, 1, 5, 7]","['K14n5899', 'K14n5937']"
K15a10252,"[1, 2, 9, 4, 34, 52]","['K15a10252', 'K15a10261']"
K15n95677,"[1, 1, 1, 2, 2, 7]","['K15n95677', 'K15n97744']"
K15n25897,"[1, 1, 1, 4, 5, 7]","['K15n25897', 'K15n28476']"
K15n24097,"[1, 1, 2, 4, 6, 9]","['K15n24097', 'K15n25283']"
K15a11175,"[1, 1, 2, 1, 5, 6]","['K15a11175', 'K15a11223']"
K14n20295,"[1, 1, 2, 3, 9, 8]","['K14n20295', 'K14n20912']"
K15a57621,"[1, 1, 1, 1, 1, 8]","['K15a57621', 'K15a57757']"
K15n118090,"[1, 2, 5, 1, 17, 11]","['K15n118090', 'K15n118179']"
K15n1261,"[1, 2, 2, 1, 7, 4]","['K15n1261', 'K15n362']"
K15n118111,"[1, 1, 1, 3, 11, 11]","['K15n118111', 'K15n118609']"
K15n3905,"[1, 2, 1, 4, 6, 5]","['K15n3905', 'K15n4097']"
K15n112370,"[1, 2, 1, 3, 11, 8]","['K15n112370', 'K15n112417']"
K15n15505,"[1, 2, 4, 2, 12, 7]","['K15n15505', 'K15n15856']"
K15n24893,"[1, 2, 5, 3, 17, 10]","['K15n24893', 'K15n26775']"
K15n29462,"[1, 2, 5, 2, 14, 15]","['K15n29462', 'K15n29468']"
K15n16438,"[1, 2, 5, 5, 21, 36]","['K15n16438', 'K15n16439']"
K15n125889,"[1, 1, 1, 3, 1, 5]","['K15n125889', 'K15n125919']"
K15a928,"[1, 1, 2, 5, 15, 7]","['K15a928', 'K15a939', 'K15a946']"
K15n8537,"[1, 1, 1, 2, 6, 10]","['K15n8537', 'K15n8640']"
K15a15693,"[1, 1, 1, 4, 4, 6]","['K15a15693', 'K15a18898']"
K15n119931,"[1, 1, 1, 7, 9, 6]","['K15n119931', 'K15n120279']"
K15n123938,"[1, 1, 1, 5, 9, 8]","['K15n123938', 'K15n124031']"
K14a482,"[1, 2, 5, 2, 14, 8]","['K14a482', 'K14a663']"
K15n6927,"[1, 1, 2, 5, 12, 8]","['K15n6927', 'K15n8306']"
K15n30026,"[1, 2, 4, 1, 9, 1]","['K15n30026', 'K15n32452']"
K15n6517,"[1, 1, 1, 3, 3, 7]","['K15n6517', 'K15n6685']"
K15n15499,"[1, 2, 4, 3, 13, 5]","['K15n15499', 'K15n16263']"
K14a23,"[1, 1, 1, 4, 8, 3]","['K14a23', 'K14a89']"
K15n107824,"[1, 1, 1, 3, 1, 9]","['K15n107824', 'K15n46457']"
K15a2960,"[1, 1, 1, 2, 6, 6]","['K15a2960', 'K15a3059', 'K15a3065']"
K15n8712,"[1, 1, 1, 5, 3, 6]","['K15n8712', 'K15n9266']"
K15a21947,"[1, 2, 5, 13, 71, 70]","['K15a21947', 'K15a49186']"
K15a38412,"[1, 2, 5, 13, 23, 49]","['K15a38412', 'K15a38419']"
K15n17188,"[1, 1, 1, 2, 2, 9]","['K15n17188', 'K15n17961']"
K15n5649,"[1, 1, 1, 2, 6, 7]","['K15n5649', 'K15n6124']"
K15n53564,"[1, 1, 1, 5, 3, 6]","['K15n53564', 'K15n53571']"
K15n50782,"[1, 1, 2, 3, 10, 4]","['K15n50782', 'K15n50812']"
K15a1849,"[1, 2, 5, 4, 21, 13]","['K15a1849', 'K15a1865', 'K15a2679']"
K15a9348,"[1, 1, 1, 2, 6, 5]","['K15a9348', 'K15a9430']"
K15n30165,"[1, 2, 5, 4, 20, 12]","['K15n30165', 'K15n31948']"
K15n11325,"[1, 1, 1, 5, 4, 7]","['K15n11325', 'K15n11601']"
K15a2640,"[1, 2, 5, 4, 16, 12]","['K15a2640', 'K15a2657']"
K15a42880,"[1, 1, 2, 1, 3, 13]","['K15a42880', 'K15a52129']"
K15n10793,"[1, 1, 2, 2, 9, 7]","['K15n10793', 'K15n6788']"
K14n1496,"[1, 1, 1, 3, 5, 11]","['K14n1496', 'K14n1514']"
K15a318,"[1, 2, 5, 2, 16, 6]","['K15a318', 'K15a79']"
K15a57653,"[1, 1, 1, 1, 3, 9]","['K15a57653', 'K15a58922']"
K15n31058,"[1, 1, 1, 4, 2, 6]","['K15n31058', 'K15n32028']"
K15n10536,"[1, 1, 1, 2, 4, 6]","['K15n10536', 'K15n6345']"
K15n8790,"[1, 1, 1, 3, 13, 10]","['K15n8790', 'K15n9245']"
K15n110363,"[1, 1, 2, 2, 4, 4]","['K15n110363', 'K15n99768']"
K15n75107,"[1, 5, 11, 13, 69, 189]","['K15n75107', 'K15n75108']"
K15n20750,"[1, 2, 5, 3, 27, 23]","['K15n20750', 'K15n4686']"
K15n10803,"[1, 2, 9, 2, 22, 18]","['K15n10803', 'K15n7414']"
K14a13196,"[1, 1, 2, 3, 5, 7]","['K14a13196', 'K14a13227']"
K15n118318,"[1, 1, 2, 4, 6, 8]","['K15n118318', 'K15n118343']"
K15a59581,"[1, 1, 2, 4, 6, 3]","['K15a59581', 'K15a59587']"
K15a1977,"[1, 1, 2, 1, 5, 4]","['K15a1977', 'K15a2649']"
K15a2042,"[1, 1, 2, 1, 5, 5]","['K15a2042', 'K15a2662']"
K15a59097,"[1, 1, 1, 5, 13, 5]","['K15a59097', 'K15a59119']"
K15a56901,"[1, 1, 1, 5, 3, 2]","['K15a56901', 'K15a57047']"
K15n74287,"[1, 2, 4, 4, 12, 2]","['K15n74287', 'K15n74292']"
K15a16016,"[1, 1, 2, 7, 17, 13]","['K15a16016', 'K15a16075']"
K15n8799,"[1, 1, 1, 2, 8, 9]","['K15n8799', 'K15n8853']"
K15a58735,"[1, 1, 1, 3, 3, 8]","['K15a58735', 'K15a58866']"
K15n25544,"[1, 1, 1, 2, 4, 3]","['K15n25544', 'K15n28366']"
K15n6964,"[1, 1, 1, 5, 4, 6]","['K15n6964', 'K15n7017']"
K15a70528,"[1, 1, 1, 1, 7, 14]","['K15a70528', 'K15a70534', 'K15a75161']"
K15n7313,"[1, 1, 1, 1, 1, 15]","['K15n7313', 'K15n9899']"
K15a10001,"[1, 1, 2, 1, 5, 12]","['K15a10001', 'K15a10081']"
K15n24601,"[1, 1, 2, 4, 6, 6]","['K15n24601', 'K15n24878']"
K15a5850,"[1, 2, 5, 3, 17, 10]","['K15a5850', 'K15a5896']"
K15n109354,"[1, 2, 1, 4, 5, 7]","['K15n109354', 'K15n93424']"
K15a57784,"[1, 1, 2, 3, 5, 6]","['K15a57784', 'K15a59057']"
K15n125789,"[1, 2, 6, 1, 13, 5]","['K15n125789', 'K15n125792']"
K14a12846,"[1, 1, 2, 6, 6, 9]","['K14a12846', 'K14a12853']"
K15n14427,"[1, 1, 1, 3, 5, 7]","['K15n14427', 'K15n14807']"
K15n28075,"[1, 2, 5, 2, 28, 24]","['K15n28075', 'K15n3448']"
K15n5186,"[1, 1, 1, 1, 1, 7]","['K15n5186', 'K15n6174']"
K15a5527,"[1, 2, 5, 2, 16, 27]","['K15a5527', 'K15a8410']"
K15n8106,"[1, 2, 5, 4, 18, 18]","['K15n8106', 'K15n9983']"
K15n101376,"[1, 1, 1, 6, 3, 17]","['K15n101376', 'K15n101509']"
K15a18491,"[1, 1, 2, 7, 14, 16]","['K15a18491', 'K15a21120']"
K15a16788,"[1, 1, 1, 4, 6, 2]","['K15a16788', 'K15a16792']"
K15a10050,"[1, 1, 2, 6, 35, 12]","['K15a10050', 'K15a7674']"
K14n1889,"[1, 2, 5, 4, 18, 8]","['K14n1889', 'K14n2245']"
K15n22655,"[1, 1, 1, 6, 10, 7]","['K15n22655', 'K15n23507']"
K15n121738,"[1, 1, 1, 3, 1, 6]","['K15n121738', 'K15n121786']"
K15n21064,"[1, 2, 5, 2, 14, 22]","['K15n21064', 'K15n21215']"
K15a2671,"[1, 1, 1, 2, 4, 11]","['K15a2671', 'K15a2678']"
K15n120581,"[1, 1, 1, 2, 7, 12]","['K15n120581', 'K15n120657']"
K15a53663,"[1, 2, 5, 4, 20, 11]","['K15a53663', 'K15a53665']"
K15n31008,"[1, 1, 2, 2, 6, 13]","['K15n31008', 'K15n32680']"
K15n11570,"[1, 1, 1, 2, 6, 10]","['K15n11570', 'K15n21905']"
K15n43974,"[1, 1, 2, 1, 3, 3]","['K15n43974', 'K15n43978']"
K15a58015,"[1, 1, 1, 3, 7, 7]","['K15a58015', 'K15a58144']"
K15n603,"[1, 2, 1, 5, 11, 11]","['K15n603', 'K15n604']"
K15n34848,"[1, 1, 1, 2, 4, 7]","['K15n34848', 'K15n34884']"
K15n20086,"[1, 1, 2, 4, 8, 8]","['K15n20086', 'K15n20898']"
K15n10907,"[1, 2, 1, 5, 15, 17]","['K15n10907', 'K15n6622']"
K15a58351,"[1, 1, 1, 2, 2, 5]","['K15a58351', 'K15a59126']"
K15n17253,"[1, 1, 1, 3, 1, 4]","['K15n17253', 'K15n20135']"
K14a4904,"[1, 1, 2, 1, 9, 4]","['K14a4904', 'K14a5077']"
K15n26667,"[1, 2, 5, 5, 14, 7]","['K15n26667', 'K15n27288']"
K14a14043,"[1, 1, 2, 2, 14, 37]","['K14a14043', 'K14a14671']"
K15n79587,"[1, 1, 1, 3, 7, 7]","['K15n79587', 'K15n95531']"
K15a55362,"[1, 1, 1, 2, 7, 13]","['K15a55362', 'K15a55363']"
K15n8725,"[1, 1, 1, 3, 3, 9]","['K15n8725', 'K15n9151']"
K15a7543,"[1, 1, 2, 4, 6, 15]","['K15a7543', 'K15a895']"
K15n118859,"[1, 1, 1, 5, 17, 8]","['K15n118859', 'K15n118873']"
K14a12943,"[1, 1, 2, 2, 4, 8]","['K14a12943', 'K14a12971']"
K15n39754,"[1, 2, 2, 11, 19, 24]","['K15n39754', 'K15n39834']"
K15n39784,"[1, 2, 2, 15, 13, 22]","['K15n39784', 'K15n39827']"
K15n14736,"[1, 2, 5, 1, 15, 8]","['K15n14736', 'K15n17728']"
K15n21596,"[1, 1, 2, 8, 10, 9]","['K15n21596', 'K15n21724']"
K15n4940,"[1, 1, 1, 5, 7, 12]","['K15n4940', 'K15n4991']"
K15n26852,"[1, 2, 5, 16, 26, 38]","['K15n26852', 'K15n28431']"
K14n18880,"[1, 1, 1, 5, 9, 10]","['K14n18880', 'K14n9473']"
K15n22198,"[1, 1, 1, 7, 33, 14]","['K15n22198', 'K15n23298']"
K15a63539,"[1, 2, 5, 3, 17, 21]","['K15a63539', 'K15a63547']"
K15n6670,"[1, 2, 5, 2, 16, 19]","['K15n6670', 'K15n9066']"
K15a7153,"[1, 2, 5, 2, 14, 14]","['K15a7153', 'K15a7564']"
K15a1856,"[1, 1, 1, 1, 1, 6]","['K15a1856', 'K15a1868']"
K15n121001,"[1, 1, 1, 1, 1, 2]","['K15n121001', 'K15n121490']"
K15n99146,"[1, 2, 1, 3, 7, 14]","['K15n99146', 'K15n99270']"
K15a58674,"[1, 2, 5, 9, 26, 32]","['K15a58674', 'K15a59301']"
K15n24876,"[1, 2, 9, 4, 22, 11]","['K15n24876', 'K15n27690']"
K15n5197,"[1, 1, 1, 6, 4, 3]","['K15n5197', 'K15n5358']"
K15n29475,"[1, 1, 1, 4, 4, 11]","['K15n29475', 'K15n33128']"
K15n29514,"[1, 1, 1, 4, 4, 10]","['K15n29514', 'K15n33156']"
